Bill_Number,Date,Item_Name,Item_Type,Item_Category,Color_Name,Salesman_Name,Size,Rate,Disc_Amt,Sales_Type,Final_Sales 
1988,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,M,DEEPAK AHUJA,42,2799,0,Sales,2799
1989,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,46,1699,200,Sales,1499
1989,2026-02-01,POLO PENT,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,799,0,Sales,799
1990,2026-02-01,KOTI,Koti,Ethnic Wear,MEHENDI,DEEPAK AHUJA,42,2490,0,Sales,2490
1990,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,1499,0,Sales,1499
1990,2026-02-01,A KURTA SUIT,Kurta Set,Ethnic Wear,I,DEEPAK AHUJA,40,1499,0,Sales,1499
1990,2026-02-01,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,468,0,Sales,468
1991,2026-02-03,LENGHA CFU,Lengha,Ethnic Wear,WHITE,DEEPAK AHUJA,XL,650,0,Sales,646
1991,2026-02-03,KOTI SUIT  JW,Koti,Ethnic Wear,GREY,DEEPAK AHUJA,42,2290,0,Sales,2277
1991,2026-02-03,KOTI,Koti,Ethnic Wear,GOLD,DEEPAK AHUJA,42,2490,0,Sales,2476
1992,2026-02-03,KURTA SUIT SC,Kurta Set,Ethnic Wear,PISTA GREEN,PRAVIN BHAI,42,4390,0,Sales,4390
1992,2026-02-03,KURTA SUIT SC,Kurta Set,Ethnic Wear,BLUE,PRAVIN BHAI,38,3890,0,Sales,3890
1992,2026-02-03,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREEN,PRAVIN BHAI,42,4190,0,Sales,4190
1993,2026-02-03,KURTA,Kurta,Ethnic Wear, ,SACHIN BHAI, ,1190,0,Sales,1190
1993,2026-02-03,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
1994,2026-02-03,KURTA SUIT SG,Kurta Set,Ethnic Wear,ROYAL BLUE,PRAVIN BHAI,42,1590,0,Sales,1590
1995,2026-02-03,KURTA SET KYM,Kurta Set,Ethnic Wear,NATURAL,SACHIN BHAI,50,3890,0,Sales,3890
1996,2026-02-03,KURTA SUIT SC,Kurta Set,Ethnic Wear,S BLUE,SACHIN BHAI,40,2895,0,Sales,2895
1997,2026-02-04,KURTA SET,Kurta Set,Ethnic Wear, ,DAIVIK, ,1749,0,Sales,1749
1997,2026-02-04,KURTA SET,Kurta Set,Ethnic Wear, ,DAIVIK, ,1890,0,Sales,1890
1998,2026-02-04,LENGHA CFU,Lengha,Ethnic Wear,WHITE,SACHIN BHAI,XXL,-750,0,Return,-750
1998,2026-02-04,KURTA SET,Kurta Set,Ethnic Wear,WHITE,SACHIN BHAI,12,750,0,Sales,750
1999,2026-02-04,KIDS KURTA JW,Kids Kurta,Kids Wear,MULTICOLOUR,DEEPAK AHUJA,12,890,0,Sales,890
1999,2026-02-04,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,12,340,0,Sales,340
2000,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,C,PRAVIN BHAI,44,2699,0,Sales,2699
2000,2026-02-04,KOTI SUIT SC,Koti,Ethnic Wear,NAVY BLUE,PRAVIN BHAI,36,4790,0,Sales,4790
2001,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,42,2999,0,Sales,2999
2001,2026-02-04,KOTI SUIT  JW,Koti,Ethnic Wear,PISTA,PRAVIN BHAI,36,4890,0,Sales,4890
2001,2026-02-04,KOTI,Koti,Ethnic Wear,GREEN,PRAVIN BHAI,44,2290,0,Sales,2290
2002,2026-02-04,LONG KOTI SUIT SC,Koti,Ethnic Wear,GREEN,SACHIN BHAI,42,5390,0,Sales,5141
2002,2026-02-04,KOTI,Koti,Ethnic Wear,MULTI COLOUR WINE,SACHIN BHAI,42,2290,0,Sales,2184
2002,2026-02-04,KOTI,Koti,Ethnic Wear,NAVY BLUE,SACHIN BHAI,40,2490,0,Sales,2375
2003,2026-02-04,KURTA SUIT GAZZAL,Kurta Set,Ethnic Wear,BLUE,PRAVIN BHAI,40,3890,0,Sales,3724
2003,2026-02-04,LONG KOTI SUIT,Koti,Ethnic Wear,GREEN,PRAVIN BHAI,42,4990,0,Sales,4777
2003,2026-02-04,KURTA SUIT OE,Kurta Set,Ethnic Wear,CREAM,PRAVIN BHAI,40,4490,0,Sales,4299
2004,2026-02-04,KURTA SUIT A,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,42,1990,200,Sales,1790
2005,2026-02-04,KURTA SUIT A,Kurta Set,Ethnic Wear,A,PRAVIN BHAI,40,2590,0,Sales,2547
2005,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,RAMA,PRAVIN BHAI,38,3190,0,Sales,3137
2005,2026-02-04,INDO WESTERN  JW,Indo Western,Ethnic Wear,L GREY,PRAVIN BHAI,40,4390,0,Sales,4317
2006,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,44,2699,0,Sales,2699
2006,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,44,1550,0,Sales,1550
2006,2026-02-04,KURTA SUIT A,Kurta Set,Ethnic Wear,E,SACHIN BHAI,44,1499,0,Sales,1499
2006,2026-02-04,KOTI JW,Koti,Ethnic Wear,OFF WHITE,SACHIN BHAI,44,1690,0,Sales,1690
2007,2026-02-04,KURTA SUIT A,Kurta Set,Ethnic Wear,BROWN,DEEPAK AHUJA,42,2190,0,Sales,2050
2008,2026-02-04,POLO PENT S,Polo Pant,Ethnic Wear,WHITE,PRAVIN BHAI,36,550,0,Sales,550
2008,2026-02-04,KURTA SUIT A,Kurta Set,Ethnic Wear,GREEN,PRAVIN BHAI,38,2090,0,Sales,2090
2008,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,E,PRAVIN BHAI,38,1599,0,Sales,1599
2009,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,DEEPAK AHUJA,48,1399,0,Sales,1399
2010,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,E,PRAVIN BHAI,42,2899,200,Sales,2699
2011,2026-02-04,KURTA SANTOSH,Kurta,Ethnic Wear,YELLOW,SACHIN BHAI,42,1390,0,Sales,1390
2012,2026-02-04,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,BTLGY,PRAVIN BHAI,XL,409,0,Sales,330
2012,2026-02-04,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,BLACK,PRAVIN BHAI,XL,409,0,Sales,330
2012,2026-02-04,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,TNAVY,PRAVIN BHAI,XL,409,0,Sales,330
2013,2026-02-04,KURTA SUIT SE,Kurta Set,Ethnic Wear,WINE,SACHIN BHAI,42,2090,0,Sales,2090
2013,2026-02-04,A KURTA SUIT,Kurta Set,Ethnic Wear,M,SACHIN BHAI,42,1550,0,Sales,1550
2014,2026-02-05,KURTA SUIT SG,Kurta Set,Ethnic Wear,BROWN,DEEPAK AHUJA,48,3090,0,Sales,3090
2015,2026-02-05,KURTA S,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,42,949,0,Sales,949
2015,2026-02-05,CHURRIDAR,Churidar,Ethnic Wear, ,SACHIN BHAI, ,400,0,Sales,400
2016,2026-02-05,SEMI INDO WESTERN,Semi-Indo Western,Ethnic Wear,RANI,DEEPAK AHUJA,38,14290,0,Sales,14290
2017,2026-02-05,KURTA SUIT S,Kurta Set,Ethnic Wear,PISTA,DEEPAK AHUJA,36,-1990,0,Return,-1990
2017,2026-02-05,KURTA SUIT YOG  KIDS,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,8,2000,0,Sales,2000
2018,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,MARUN,SACHIN BHAI,38,3190,0,Sales,3190
2019,2026-02-05,LONG KOTI SUIT,Koti,Ethnic Wear, ,PRAVIN BHAI, ,-4990,0,Return,-4990
2019,2026-02-05,KURTA SUIT SC,Kurta Set,Ethnic Wear,MEHENDI,DEEPAK AHUJA,42,6490,0,Sales,6490
2020,2026-02-05,UC SHIRTS,Shirt,Formal Wear,PINK,DEEPAK AHUJA,L,-1499,0,Return,-1499
2020,2026-02-05,CASUAL SHIRT MY,Shirt,Formal Wear,BISCUIT,DEEPAK AHUJA,M,1099,0,Sales,1099
2020,2026-02-05,CASUAL SHIRT MY,Shirt,Formal Wear,L PINK,DEEPAK AHUJA,L,1099,0,Sales,1099
2021,2026-02-05,FABRIC,Fabric,Fabric, ,SACHIN BHAI, ,751,152,Sales,1350
2021,2026-02-05,POLO PENT SAE,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,38,890,0,Sales,890
2021,2026-02-05,KURTA,Kurta,Ethnic Wear,GREEN GOLDEN,SACHIN BHAI,42,940,0,Sales,940
2021,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,A,SACHIN BHAI,40,1899,0,Sales,1899
2022,2026-02-05,KURTA SUIT VR,Kurta Set,Ethnic Wear,LIGHT PINK,DEEPAK AHUJA,40,1799,0,Sales,1799
2022,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear, ,DEEPAK AHUJA,38,1999,0,Sales,1999
2022,2026-02-05,KURTA SUIT A,Kurta Set,Ethnic Wear,K,DEEPAK AHUJA,40,1799,0,Sales,1799
2022,2026-02-05,KURTA SUIT A,Kurta Set,Ethnic Wear,H,DEEPAK AHUJA,40,2590,0,Sales,2590
2022,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,BLUE PRINT,DEEPAK AHUJA,40,1990,0,Sales,1990
2022,2026-02-05,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,40,1790,0,Sales,1790
2022,2026-02-05,KURTA SUIT A,Kurta Set,Ethnic Wear,BROWN,DEEPAK AHUJA,40,2090,0,Sales,2090
2022,2026-02-05,KURTA SUIT S,Kurta Set,Ethnic Wear,MULTICOLOUR,DEEPAK AHUJA,40,2890,0,Sales,2890
2023,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,C,SACHIN BHAI,40,1799,200,Sales,1599
2023,2026-02-05,POLO PENT CFU,Polo Pant,Ethnic Wear,WHITE,SACHIN BHAI,38,890,0,Sales,890
2024,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,40,1599,0,Sales,1599
2024,2026-02-05,MENS VEST COAT,Koti,Ethnic Wear,GREY,SACHIN BHAI,40,1890,0,Sales,1890
2024,2026-02-05,KURTA SUIT SG,Kurta Set,Ethnic Wear,CREAM,SACHIN BHAI,40,2190,0,Sales,2190
2025,2026-02-05,KURTA S,Kurta,Ethnic Wear,CARROT,DEEPAK AHUJA,48,1340,0,Sales,1340
2026,2026-02-05,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,46,1650,0,Sales,1650
2026,2026-02-05,KURTA SUIT SG,Kurta Set,Ethnic Wear,LIGHT GREEN,SACHIN BHAI,46,2990,0,Sales,2990
2026,2026-02-05,KURTA SUIT SE,Kurta Set,Ethnic Wear,PEACOCK,SACHIN BHAI,46,2190,0,Sales,2190
2027,2026-02-06,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,SACHIN BHAI,40,2449,0,Sales,2449
2028,2026-02-06,KIDS KURTA,Kids Kurta,Kids Wear,WHITE,PRAVIN BHAI,4,690,0,Sales,687
2028,2026-02-06,KURTA,Kurta,Ethnic Wear, ,PRAVIN BHAI,4,490,0,Sales,488
2028,2026-02-06,KIDS KURTA JW,Kids Kurta,Kids Wear,PINK,PRAVIN BHAI,8,890,0,Sales,886
2028,2026-02-06,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,PRAVIN BHAI,10,300,0,Sales,299
2028,2026-02-06,KIDS KURTA JW,Kids Kurta,Kids Wear,MULTICOLOUR,PRAVIN BHAI,10,890,0,Sales,886
2028,2026-02-06,KIDS KURTA JW,Kids Kurta,Kids Wear,YELLOW,PRAVIN BHAI,10,940,0,Sales,935
2028,2026-02-06,KIDS KURTA JW,Kids Kurta,Kids Wear,P GREEN,PRAVIN BHAI,10,940,0,Sales,935
2028,2026-02-06,KIDS KURTA,Kids Kurta,Kids Wear,MULTI COLOUR,PRAVIN BHAI,10,890,0,Sales,886
2028,2026-02-06,J SOCKS,Socks,Accessories,ASSTD,PRAVIN BHAI,FS,129,0,Sales,128
2029,2026-02-06,KURTA,Kurta,Ethnic Wear, ,PRAVIN BHAI,4,440,0,Sales,439
2029,2026-02-06,KIDS KURTA,Kids Kurta,Kids Wear,MUSTARD,PRAVIN BHAI,4,690,0,Sales,688
2029,2026-02-06,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,PRAVIN BHAI,8,260,0,Sales,259
2029,2026-02-06,KIDS KURTA,Kids Kurta,Kids Wear,MULTICOLOUR,PRAVIN BHAI,8,840,0,Sales,838
2029,2026-02-06,KURTA KIDS,Kurta,Ethnic Wear,GAJAR,PRAVIN BHAI,8,1090,0,Sales,1087
2029,2026-02-06,KIDS KURTA JW,Kids Kurta,Kids Wear,GREEN,PRAVIN BHAI,8,890,0,Sales,888
2030,2026-02-06,KURTA S,Kurta,Ethnic Wear,RED        ,DEEPAK AHUJA,42,-1049,0,Return,-1049
2030,2026-02-06,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,2799,0,Sales,2799
2031,2026-02-06,KURTA SUIT A,Kurta Set,Ethnic Wear,E,PRAVIN BHAI,36,1599,0,Sales,1599
2031,2026-02-06,KOTI,Koti,Ethnic Wear,RED        ,PRAVIN BHAI,38,2190,0,Sales,2190
2031,2026-02-06,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,0,139,0,Sales,139
2031,2026-02-06,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,0,139,0,Sales,139
2032,2026-02-06,KURTA SUIT SC,Kurta Set,Ethnic Wear,WINE,DEEPAK AHUJA,38,4290,0,Sales,4290
2033,2026-02-06,KURTA SUIT SC,Kurta Set,Ethnic Wear,YELLOW 4,DEEPAK AHUJA,38,1690,0,Sales,1690
2033,2026-02-06,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,38,3199,0,Sales,3199
2034,2026-02-06,KURTA SUIT SE,Kurta Set,Ethnic Wear,GREEN,PRAVIN BHAI,42,7990,0,Sales,7990
2034,2026-02-06,KURTA SUIT SC,Kurta Set,Ethnic Wear,ORANGE,PRAVIN BHAI,42,8890,0,Sales,8890
2035,2026-02-07,KOTI,Koti,Ethnic Wear,ORANGE,SACHIN BHAI,38,2390,0,Sales,2390
2036,2026-02-07,POLO PENT CFU,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,799,0,Sales,799
2037,2026-02-07,KURTA SUIT A,Kurta Set,Ethnic Wear,L,PRAVIN BHAI,38,1599,0,Sales,1599
2037,2026-02-07,A KURTA SUIT,Kurta Set,Ethnic Wear,B,PRAVIN BHAI,38,1790,0,Sales,1790
2038,2026-02-07,KURTA SUIT OE,Kurta Set,Ethnic Wear,FAWN,SACHIN BHAI,40,4790,0,Sales,4790
2038,2026-02-07,A KURTA SUIT,Kurta Set,Ethnic Wear,J,SACHIN BHAI,40,2899,0,Sales,2899
2039,2026-02-07,KOTI,Koti,Ethnic Wear, ,, ,2800,0,Sales,2800
2040,2026-02-07,JOCKEY UNDERGARMENTS,Under Garment,Lounge Wear,WHITE,SACHIN BHAI,L,599,0,Sales,480
2041,2026-02-07,SHORT KURTA RY,Short Kurta,Ethnic Wear,B3,DEEPAK AHUJA,L,849,0,Sales,849
2041,2026-02-07,SHORT KURTA RY,Short Kurta,Ethnic Wear,G2,DEEPAK AHUJA,L,849,0,Sales,849
2042,2026-02-08,OUTRUN SHIRTS,Shirt,Formal Wear,COL 1,SACHIN BHAI,XXL,1495,0,Sales,1495
2042,2026-02-08,A KURTA SUIT,Kurta Set,Ethnic Wear,D,SACHIN BHAI,XXL,3290,0,Sales,3290
2042,2026-02-08,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREY,SACHIN BHAI,46,5390,0,Sales,5390
2043,2026-02-08,KURTA SUIT SG,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,36,1890,200,Sales,1690
2043,2026-02-08,KURTA SUIT SC,Kurta Set,Ethnic Wear,MUSTARD,DEEPAK AHUJA,40,1990,200,Sales,1790
2044,2026-02-08,KURTA SUIT GAZZAL,Kurta Set,Ethnic Wear,PEACH,PRAVIN BHAI,38,5900,0,Sales,5900
2045,2026-02-08,DHOTTI JG,Dhoti,Ethnic Wear, ,SACHIN BHAI, ,650,0,Sales,650
2046,2026-02-08,FABRIC BI,Fabric,Fabric, ,, ,150,0,Sales,1950
2047,2026-02-08,KURTA SUIT A,Kurta Set,Ethnic Wear,E,DEEPAK AHUJA,38,1599,0,Sales,1599
2047,2026-02-08,KURTA SUIT ARS,Kurta Set,Ethnic Wear,CREAM,DEEPAK AHUJA,12,1690,0,Sales,1690
2047,2026-02-08,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,DEEPAK AHUJA,12,-340,0,Return,-340
2047,2026-02-08,KIDS KURTA JW,Kids Kurta,Kids Wear,MULTICOLOUR,DEEPAK AHUJA,12,-890,0,Return,-890
2048,2026-02-08,KURTA S,Kurta,Ethnic Wear,RED        ,SACHIN BHAI,42,1049,0,Sales,1049
2049,2026-02-08,KURTA,Kurta,Ethnic Wear,SKYE BLUE,PRAVIN BHAI,48,1890,755,Sales,1135
2050,2026-02-08,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,0,139,0,Sales,125
2050,2026-02-08,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,0,139,0,Sales,125
2050,2026-02-08,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,0,139,0,Sales,125
2050,2026-02-08,SOCKS PK,Socks,Accessories,-,PRAVIN BHAI,0,129,0,Sales,116
2051,2026-02-10,KURTA SUIT KP,Kurta Set,Ethnic Wear,36,DEEPAK AHUJA,38,2195,0,Sales,2195
2052,2026-02-10,LINEN PENTS AFOX,Linen Pant,Formal Wear,BEIGE,PRAVIN BHAI,36,1299,0,Sales,1165
2052,2026-02-10,COTTON TROUSERS AF,Trouser,Casual Wear,OLIVE,PRAVIN BHAI,36,1299,0,Sales,1165
2053,2026-02-10,A KURTA SUIT,Kurta Set,Ethnic Wear,A,SACHIN BHAI,42,1890,0,Sales,1890
2053,2026-02-10,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,240,0,Sales,240
2053,2026-02-10,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,50,0,Sales,50
2053,2026-02-10,COTTON HANKIES,Hankies,Accessories,-,SACHIN BHAI,0,50,0,Sales,50
2053,2026-02-10,SOCKS PK,Socks,Accessories,-,SACHIN BHAI,0,129,0,Sales,129
2054,2026-02-10,INDOWESTERN,Indo Western,Ethnic Wear,GREY,DEEPAK AHUJA,6,3540,0,Sales,3278
2054,2026-02-10,KOTI SUIT ARS,Koti,Ethnic Wear,BLUE,DEEPAK AHUJA,6,3490,0,Sales,3231
2054,2026-02-10,LONG KOTI SUIT SG,Koti,Ethnic Wear,GREY,DEEPAK AHUJA,6,2250,0,Sales,2083
2054,2026-02-10,LONG KOTI SUIT,Koti,Ethnic Wear,INDIGO BLUE,DEEPAK AHUJA,42,4990,0,Sales,4620
2054,2026-02-10,LONG KOTI SUIT,Koti,Ethnic Wear,GREY,DEEPAK AHUJA,46,5890,0,Sales,5454
2054,2026-02-10,COTTON HANKIES,Hankies,Accessories,-,DEEPAK AHUJA,0,360,0,Sales,333
2055,2026-02-10,KOTI,Koti,Ethnic Wear,GOLD,PRAVIN BHAI,38,2390,0,Sales,2390
2056,2026-02-10,KURTA SUIT SG,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,44,2290,0,Sales,2290
2056,2026-02-10,POLO PENT S,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA, ,799,0,Sales,799
2057,2026-02-10,KURTA,Kurta,Ethnic Wear,LIGHT PEACH,PRAVIN BHAI,40,1590,635,Sales,950
2057,2026-02-10,CHURRIDAR,Churidar,Ethnic Wear, ,PRAVIN BHAI, ,400,0,Sales,400
2058,2026-02-10,SHIRT F-S AS,Shirt,Formal Wear,DIGITAL PRINT[1],DEEPAK AHUJA,XL,1299,0,Sales,1299
2058,2026-02-10,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,38,1550,0,Sales,1550
2059,2026-02-10,KURTA SANTOSH,Kurta,Ethnic Wear,PURPLE,SACHIN BHAI,44,840,0,Sales,840
2060,2026-02-10,A KURTA SUIT,Kurta Set,Ethnic Wear,MULTI COLOUR,SACHIN BHAI,42,3590,390,Sales,3200
2061,2026-02-10,A KURTA SUIT,Kurta Set,Ethnic Wear,E,PRAVIN BHAI,42,-2899,-200,Return,-2699
2061,2026-02-10,A KURTA SUIT,Kurta Set,Ethnic Wear,H,PRAVIN BHAI,44,2799,0,Sales,2799
2062,2026-02-11,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,42,890,0,Sales,890
2062,2026-02-11,WHITE CHIKEN KURTA,Kurta,Ethnic Wear,OFF WHITE,SACHIN BHAI,42,1049,0,Sales,1049
2062,2026-02-11,KURTA SANTOSH,Kurta,Ethnic Wear,WHITE,SACHIN BHAI,42,990,0,Sales,990
2063,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,38,1899,0,Sales,1899
2064,2026-02-11,KURTA SUIT A,Kurta Set,Ethnic Wear,G,SACHIN BHAI,44,2690,0,Sales,2690
2064,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,B,SACHIN BHAI,44,1699,0,Sales,1699
2064,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,PISTA,SACHIN BHAI,44,2790,0,Sales,2790
2064,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,N,SACHIN BHAI,44,1499,0,Sales,1499
2064,2026-02-11,KURTA SUIT SE,Kurta Set,Ethnic Wear,C GREEN,SACHIN BHAI,44,2090,0,Sales,2090
2064,2026-02-11,POLO PENT,Polo Pant,Ethnic Wear, ,SACHIN BHAI, ,799,0,Sales,799
2065,2026-02-11,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,PRAVIN BHAI,M,1050,0,Sales,1050
2065,2026-02-11,SHOCK JEANS,Jeans,Casual Wear,GREY,PRAVIN BHAI,30,1499,0,Sales,1499
2065,2026-02-11,POLO T-SHIRT J,Shirt,Formal Wear,BLACK,PRAVIN BHAI,M,999,98,Sales,901
2066,2026-02-11,KURTA SANTOSH,Kurta,Ethnic Wear,OLIVE,SACHIN BHAI,38,790,0,Sales,790
2067,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,A,DEEPAK AHUJA,42,1990,200,Sales,1790
2067,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,1790,200,Sales,1590
2067,2026-02-11,A KURTA SUIT,Kurta Set,Ethnic Wear,B,DEEPAK AHUJA,40,1890,200,Sales,1690
2067,2026-02-11,KURTA,Kurta,Ethnic Wear,WHIT PRINTED,DEEPAK AHUJA,40,1490,0,Sales,1490
2068,2026-02-12,KURTA SUIT A,Kurta Set,Ethnic Wear,GREEN,DEEPAK AHUJA,40,2090,0,Sales,2090
2068,2026-02-12,KURTA S,Kurta,Ethnic Wear,BROWN,DEEPAK AHUJA,40,1190,0,Sales,1190
2069,2026-02-12,KIDS KURTA,Kids Kurta,Kids Wear,L RANI,SACHIN BHAI,6,699,0,Sales,699
2069,2026-02-12,CHURRIDAR SG K,Churidar,Ethnic Wear,OFF WHITE,SACHIN BHAI,6,240,0,Sales,240
2070,2026-02-12,KURTA SUIT A,Kurta Set,Ethnic Wear, ,PRAVIN BHAI,42,-2090,-104,Return,-1986
2071,2026-02-13,SHORT KURTA WP,Short Kurta,Ethnic Wear,A,DEEPAK AHUJA,2XL,1399,0,Sales,1395
2071,2026-02-13,SHORT KURTA A,Short Kurta,Ethnic Wear,A,DEEPAK AHUJA,L,1395,0,Sales,1395
2072,2026-02-13,COTTON TROUSERS AF,Trouser,Casual Wear,D GREY,CREATION FOR U,36,1299,0,Sales,1170
2073,2026-02-13,SHORT KURTA RY,Short Kurta,Ethnic Wear,B3,DEEPAK AHUJA,L,-849,0,Return,-849
2073,2026-02-13,SHORT KURTA RY,Short Kurta,Ethnic Wear,G2,DEEPAK AHUJA,L,-849,0,Return,-849
2073,2026-02-13,SHORT KURTA RY,Short Kurta,Ethnic Wear,B3,DEEPAK AHUJA,2XL,849,0,Sales,849
2073,2026-02-13,SHORT KURTA RY,Short Kurta,Ethnic Wear,N3,DEEPAK AHUJA,L,849,0,Sales,849
2074,2026-02-13,A KURTA SUIT,Kurta Set,Ethnic Wear,WHITE,DEEPAK AHUJA,38,-1849,-188,Return,-1661
2074,2026-02-13,POLO PENT CFU,Polo Pant,Ethnic Wear, ,DEEPAK AHUJA,M,-890,-91,Return,-799
2075,2026-02-13,KOTI SUIT,Koti,Ethnic Wear, ,SACHIN BHAI, ,3890,0,Sales,3890
2076,2026-02-13,A KURTA SUIT,Kurta Set,Ethnic Wear,YELLOW,DEEPAK AHUJA,46,-2190,0,Return,-2190
2076,2026-02-13,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,2XL,1399,0,Sales,1399
2076,2026-02-13,AEROMEN FORMAL SHIRT,Shirt,Formal Wear, ,DEEPAK AHUJA,XXL,1050,0,Sales,1050
2077,2026-02-13,KURTA S,Kurta,Ethnic Wear,GREEN,DEEPAK AHUJA,40,1190,0,Sales,1190
2077,2026-02-13,KURTA SUIT SE,Kurta Set,Ethnic Wear,RAMA,DEEPAK AHUJA,42,2190,0,Sales,2190
2078,2026-02-13,CASUAL SHIRT,Shirt,Formal Wear,B,SACHIN BHAI,XXL,1399,0,Sales,1399
2078,2026-02-13,COTTON TROUSERS AF,Trouser,Casual Wear,L GREY,SACHIN BHAI,38,1299,0,Sales,1299
2078,2026-02-13,CASUAL SHIRT,Shirt,Formal Wear,A,SACHIN BHAI,XXL,1299,0,Sales,1299
2079,2026-02-13,J SOCKS,Socks,Accessories,-,PRAVIN BHAI,FS,189,0,Sales,189
2079,2026-02-13,J SOCKS,Socks,Accessories,-,PRAVIN BHAI,,149,0,Sales,149
2079,2026-02-13,J SOCKS,Socks,Accessories,-,PRAVIN BHAI,,149,0,Sales,149
2079,2026-02-13,J SOCKS,Socks,Accessories,-,PRAVIN BHAI,,149,0,Sales,149
2079,2026-02-13,J SOCKS,Socks,Accessories, ,PRAVIN BHAI,FS,449,0,Sales,449
2080,2026-02-14,PYJAMA,Pant Pyjama,Ethnic Wear,CHARCOAL MELANGE,DEEPAK AHUJA,L,699,0,Sales,699
2081,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear,H,SACHIN BHAI,42,2799,0,Sales,2799
2081,2026-02-14,KURTA SUIT SG,Kurta Set,Ethnic Wear,BLUE,SACHIN BHAI,46,5190,0,Sales,5190
2082,2026-02-14,KOTI SUIT SC,Koti,Ethnic Wear,C GREEN,SACHIN BHAI,38,5390,0,Sales,5390
2083,2026-02-14,A KURTA SUIT,Kurta Set,Ethnic Wear,MULTI COLOUR,DEEPAK AHUJA,40,3490,0,Sales,3143
